dataset,episode,joint,n_frames,mean_abs_delta_deg,median_abs_delta_deg,p95_abs_delta_deg,max_abs_delta_deg,would_clamp_threshold_deg,frac_would_clamp
v4_train39,32,wrist_flex,25,0.48703,0.30769,1.57363,1.71429,4.01000,0.00000
v4_train39,32,wrist_roll,25,0.60484,0.61538,0.68571,0.70330,1.15000,0.00000
v4_train39,32,gripper,25,0.30740,0.30740,0.30740,0.30740,9.17000,0.00000
v4_train39,33,shoulder_pan,27,1.05494,1.05494,1.05494,1.05494,4.58000,0.00000
v4_train39,33,shoulder_lift,27,0.65771,0.43956,2.28571,3.07693,5.16000,0.00000
v4_train39,33,elbow_flex,27,2.36549,2.24176,3.13847,3.73627,5.73000,0.00000
v4_train39,33,wrist_flex,27,0.86447,0.83517,1.01099,1.01099,4.01000,0.00000
v4_train39,33,wrist_roll,27,0.32886,0.35165,0.35165,0.35165,1.15000,0.00000
v4_train39,33,gripper,27,0.17961,0.17961,0.17961,0.17961,9.17000,0.00000
v4_train39,34,shoulder_pan,21,0.70330,0.70330,0.70330,0.70330,4.58000,0.00000
v4_train39,34,shoulder_lift,21,0.65725,0.61538,1.23077,2.02198,5.16000,0.00000
v4_train39,34,elbow_flex,21,2.09942,1.62637,5.05494,6.28571,5.73000,0.04762
v4_train39,34,wrist_flex,21,1.15751,1.09890,1.71428,2.68132,4.01000,0.00000
v4_train39,34,wrist_roll,21,0.34328,0.35165,0.52747,0.52747,1.15000,0.00000
v4_train39,34,gripper,21,0.04380,0.03767,0.10428,0.10428,9.17000,0.00000
v4_train39,35,shoulder_pan,15,0.35751,0.35165,0.37802,0.43956,4.58000,0.00000
v4_train39,35,shoulder_lift,15,0.36337,0.35165,0.52747,0.52747,5.16000,0.00000
v4_train39,35,elbow_flex,15,3.09744,2.59341,4.64176,4.70329,5.73000,0.00000
v4_train39,35,wrist_flex,15,0.92894,1.01099,1.01099,1.01099,4.01000,0.00000
v4_train39,35,wrist_roll,15,0.43956,0.43956,0.43956,0.43956,1.15000,0.00000
v4_train39,35,gripper,15,0.23643,0.23643,0.23643,0.23643,9.17000,0.00000
v4_train39,36,shoulder_pan,19,0.87912,0.87912,0.87912,0.87912,4.58000,0.00000
v4_train39,36,shoulder_lift,19,0.79583,0.79121,1.54725,2.02198,5.16000,0.00000
v4_train39,36,elbow_flex,19,2.49162,2.32967,3.36704,4.00000,5.73000,0.00000
v4_train39,36,wrist_flex,19,0.60844,0.74725,0.74725,0.74725,4.01000,0.00000
v4_train39,36,wrist_roll,19,0.30075,0.26374,0.35165,0.35165,1.15000,0.00000
v4_train39,36,gripper,19,0.39099,0.36858,0.43955,0.43955,9.17000,0.00000
v4_train39,37,shoulder_pan,23,0.70330,0.70330,0.70330,0.70330,4.58000,0.00000
v4_train39,37,shoulder_lift,23,0.60774,0.52747,1.18681,2.28571,5.16000,0.00000
v4_train39,37,elbow_flex,23,2.60105,2.59341,3.67473,4.61539,5.73000,0.00000
v4_train39,37,wrist_flex,23,0.67081,0.83517,0.92308,0.92308,4.01000,0.00000
v4_train39,37,wrist_roll,23,0.28667,0.26374,0.43956,0.43956,1.15000,0.00000
v4_train39,37,gripper,23,0.30348,0.30348,0.30348,0.30348,9.17000,0.00000
v4_train39,38,shoulder_pan,12,0.95238,0.96703,1.09451,1.14286,4.58000,0.00000
v4_train39,38,shoulder_lift,12,1.02564,0.61538,2.79560,2.98901,5.16000,0.00000
v4_train39,38,elbow_flex,12,2.88645,2.81319,3.92527,4.26373,5.73000,0.00000
v4_train39,38,wrist_flex,12,0.69597,0.65934,0.83517,0.83517,4.01000,0.00000
v4_train39,38,wrist_roll,12,0.52747,0.52747,0.52747,0.52747,1.15000,0.00000
v4_train39,38,gripper,12,0.37054,0.37054,0.37054,0.37054,9.17000,0.00000
v4_heldout6,0,shoulder_pan,45,0.29499,0.17582,0.52747,0.52747,4.58000,0.00000
v4_heldout6,0,shoulder_lift,45,0.54505,0.52747,0.68571,2.10989,5.16000,0.00000
v4_heldout6,0,elbow_flex,45,2.54457,2.06593,4.43956,4.61539,5.73000,0.00000
v4_heldout6,0,wrist_flex,45,0.83321,0.92308,1.01099,1.01099,4.01000,0.00000
v4_heldout6,0,wrist_roll,45,0.30476,0.26374,0.35165,0.35165,1.15000,0.00000
v4_heldout6,0,gripper,45,0.30348,0.30348,0.30348,0.30348,9.17000,0.00000
v4_heldout6,1,shoulder_pan,23,0.69565,0.70330,0.70330,0.70330,4.58000,0.00000
v4_heldout6,1,shoulder_lift,23,0.59627,0.43956,1.04616,1.05495,5.16000,0.00000
v4_heldout6,1,elbow_flex,23,2.84949,2.68131,3.37582,3.47253,5.73000,0.00000
v4_heldout6,1,wrist_flex,23,0.73961,0.74725,0.74725,0.74725,4.01000,0.00000
v4_heldout6,1,wrist_roll,23,0.12613,0.17582,0.17582,0.17582,1.15000,0.00000
v4_heldout6,1,gripper,23,0.23447,0.23447,0.23447,0.23447,9.17000,0.00000
v4_heldout6,2,shoulder_pan,33,0.72194,0.79121,0.79121,0.79121,4.58000,0.00000
v4_heldout6,2,shoulder_lift,33,0.59940,0.43956,1.09011,2.28572,5.16000,0.00000
v4_heldout6,2,elbow_flex,33,2.50283,2.15385,3.91209,4.17582,5.73000,0.00000
v4_heldout6,2,wrist_flex,33,0.89111,0.83516,1.18681,1.18681,4.01000,0.00000
v4_heldout6,2,wrist_roll,33,0.09590,0.08791,0.17582,0.26374,1.15000,0.00000
v4_heldout6,2,gripper,33,0.07488,0.09644,0.09644,0.09644,9.17000,0.00000
v4_heldout6,3,shoulder_pan,28,0.49294,0.52747,0.52747,0.52747,4.58000,0.00000
v4_heldout6,3,shoulder_lift,28,0.81633,0.61539,2.32967,3.34066,5.16000,0.00000
v4_heldout6,3,elbow_flex,28,1.99372,1.80220,3.11209,3.73627,5.73000,0.00000
v4_heldout6,3,wrist_flex,28,0.15698,0.13187,0.30769,0.30769,4.01000,0.00000
v4_heldout6,3,wrist_roll,28,0.18524,0.17582,0.26374,0.26374,1.15000,0.00000
v4_heldout6,3,gripper,28,0.30740,0.30740,0.30740,0.30740,9.17000,0.00000
v4_heldout6,4,shoulder_pan,35,0.93438,0.96703,0.96703,0.96703,4.58000,0.00000
v4_heldout6,4,shoulder_lift,35,0.47975,0.43956,0.81759,0.96703,5.16000,0.00000
v4_heldout6,4,elbow_flex,35,3.17363,2.94505,4.10550,4.52747,5.73000,0.00000
v4_heldout6,4,wrist_flex,35,0.34034,0.30769,0.57143,0.65934,4.01000,0.00000
v4_heldout6,4,wrist_roll,35,0.15071,0.17582,0.17582,0.17582,1.15000,0.00000
v4_heldout6,4,gripper,35,0.25254,0.25254,0.25254,0.25254,9.17000,0.00000
v4_heldout6,5,shoulder_pan,28,0.29827,0.35165,0.35165,0.35165,4.58000,0.00000
v4_heldout6,5,shoulder_lift,28,0.46154,0.43956,0.76044,0.87912,5.16000,0.00000
v4_heldout6,5,elbow_flex,28,2.86656,2.68132,4.05714,4.17583,5.73000,0.00000
v4_heldout6,5,wrist_flex,28,0.91366,1.05495,1.09890,1.09890,4.01000,0.00000
v4_heldout6,5,wrist_roll,28,0.39874,0.39560,0.52747,0.52747,1.15000,0.00000
v4_heldout6,5,gripper,28,0.11371,0.10864,0.15477,0.17961,9.17000,0.00000
