dataset,episode_a,frame_a,episode_b,frame_b,state_l2_dist_deg,shoulder_lift_action_delta_a,shoulder_lift_action_delta_b,shoulder_lift_diff_deg,elbow_flex_action_delta_a,elbow_flex_action_delta_b,elbow_flex_diff_deg,max_key_joint_diff_deg
v3_clean,4,81,14,5,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,6,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,7,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,8,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,9,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,10,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,11,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,12,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,13,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,14,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,15,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,16,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,17,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,18,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,19,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,20,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,21,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,22,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,23,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,24,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,25,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,26,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,27,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,28,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,29,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,30,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v3_clean,4,81,14,31,0.91783,3.51649,-0.61539,4.13187,-3.91209,-2.41758,1.49451,4.13187
v4_train39,0,0,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,1,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,2,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,3,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,4,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,5,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,6,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,7,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,8,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,9,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,10,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,11,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,12,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,13,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,14,15,29,2.82441,-0.52747,3.60440,4.13187,-2.41758,-4.52747,2.10989,4.13187
v4_train39,0,32,8,12,2.52496,4.21978,0.08791,4.13187,-5.40659,-1.97802,3.42857,4.13187
v4_train39,0,32,8,13,2.52496,4.21978,0.08791,4.13187,-5.40659,-1.97802,3.42857,4.13187
v4_train39,0,32,8,14,2.52496,4.21978,0.08791,4.13187,-5.40659,-1.97802,3.42857,4.13187
v4_train39,0,32,25,0,2.46694,4.21978,0.08791,4.13187,-5.40659,-1.97803,3.42857,4.13187
v4_train39,0,32,25,1,2.46694,4.21978,0.08791,4.13187,-5.40659,-1.97803,3.42857,4.13187
v4_train39,0,32,25,2,2.46694,4.21978,0.08791,4.13187,-5.40659,-1.97803,3.42857,4.13187
v4_train39,1,24,34,20,2.33490,0.79121,2.02198,1.23077,-2.15385,-6.28571,4.13187,4.13187
v4_train39,0,21,28,32,1.28605,-0.08791,4.04395,4.13186,-2.59341,-4.43956,1.84615,4.13186
v4_train39,0,22,28,32,1.28605,-0.08791,4.04395,4.13186,-2.59341,-4.43956,1.84615,4.13186
v4_train39,0,23,28,32,1.21497,-0.08791,4.04395,4.13186,-2.59341,-4.43956,1.84615,4.13186
v4_train39,0,24,28,32,1.21497,-0.08791,4.04395,4.13186,-2.59341,-4.43956,1.84615,4.13186
v4_train39,0,15,15,29,2.82441,-0.43956,3.60440,4.04396,-2.41758,-4.52747,2.10989,4.04396
v4_train39,0,16,15,29,2.82441,-0.43956,3.60440,4.04396,-2.41758,-4.52747,2.10989,4.04396
v4_train39,0,17,15,29,2.82441,-0.43956,3.60440,4.04396,-2.41758,-4.52747,2.10989,4.04396
v4_train39,0,32,8,15,2.46298,4.21978,0.17582,4.04396,-5.40659,-1.97802,3.42857,4.04396
v4_train39,0,32,8,16,2.46298,4.21978,0.17582,4.04396,-5.40659,-2.06593,3.34066,4.04396
v4_train39,0,32,25,3,2.46694,4.21978,0.17582,4.04396,-5.40659,-1.97803,3.42857,4.04396
v4_train39,0,32,25,4,2.46694,4.21978,0.17582,4.04396,-5.40659,-1.97803,3.42857,4.04396
v4_train39,0,32,25,5,2.46694,4.21978,0.17582,4.04396,-5.40659,-1.97803,3.42857,4.04396
v4_train39,0,32,25,6,2.46694,4.21978,0.17582,4.04396,-5.40659,-2.06593,3.34066,4.04396
v4_train39,0,32,25,7,2.46694,4.21978,0.17582,4.04396,-5.40659,-2.06593,3.34066,4.04396
v4_train39,0,32,28,0,1.82298,4.21978,0.17582,4.04396,-5.40659,-1.97802,3.42857,4.04396
v4_train39,0,32,28,1,1.82298,4.21978,0.17582,4.04396,-5.40659,-1.97802,3.42857,4.04396
v4_train39,0,32,28,2,1.82298,4.21978,0.17582,4.04396,-5.40659,-1.97802,3.42857,4.04396
